88,"Govt Middle School, Dana Ferozpur",Kohmal,026030907,,,,582,468,1050,,,
"",,Romyal,026030911,,,,129,89,218,,,
"",Total:,,,,,,711,557,1268,2,2,4
"",Govt Primary School Kohmal Bala,Kohmal,026030907,,,,273,233,506,,,
"",Total:,,,,,,273,233,506,1,1,2
90,"Govt High School, Barkot",Barkot,026030908,,,,565,489,1054,,,
"",Total:,,,,,,565,489,1054,2,2,4
91,"Govt High School, Kharian",Kharian,026030903,,,,312,243,555,,,
"",,Kharian,026030904,,,,396,314,710,,,
"",Total:,,,,,,708,557,1265,2,2,4
92,"Govt Primary School, Haryala.",Haryala,026030905,,,,268,191,459,,,
"",Total:,,,,,,268,191,459,1,1,2
93,"Govt Middle School, Jalees",Jalees,026030909,,,,337,277,614,,,
"",,Banth,026030910,,,,286,233,519,,,
"",Total:,,,,,,623,510,1133,2,2,4
94,"Govt Middle School, Neelan Bhoto",Neelan Bhoto,026030912,,,,971,736,1707,,,
"",Total:,,,,,,971,736,1707,2,2,4
95,"Govt Primary School, Jabri",Budhar,026031101,,,,315,295,610,,,
"",,Akhorra,026031103,,,,176,140,316,,,
"",Total:,,,,,,491,435,926,2,1,3
96,"Govt Girls High School, Jabri (Male)",Jabri,026031102,,,,889,0,889,,,
Total:,,,,,,889,0,889,3,0,3,
"Govt Girsl High School , Jabri (Female)",Jabri,026031102,,,,0,823,823,,,,
"",Total:,,,,,,0,823,823,0,2,2
98,"Govt Girls Primary School, Bandi Kiayla.",Bandi Kiayla,026031104,,,,474,385,859,,,
"",Total:,,,,,,474,385,859,1,1,2
99,"Govt Middle School,Nullah (Male)",Nullah,026031105,,,,398,0,398,,,
"",,Nullah,026031109,,,,541,0,541,,,
"",Total:,,,,,,939,0,939,3,0,3
100,"Govt Primary School Nullah No. 1(Female)",Nullah,026031105,,,,0,423,423,,,
"",,Nullah,026031109,,,,0,423,423,,,
"",Total:,,,,,,0,846,846,0,3,3
101,"Govt Primary School, Tial.",Tial,026031106,,,,226,201,427,,,
"",Total:,,,,,,226,201,427,1,1,2
102,"Govt Primary School, Darkot (Male)",Darkot,026031107,,,,641,0,641,,,
"",,Darkot,026031110,,,,324,0,324,,,
"",Total:,,,,,,965,0,965,3,0,3
103,"Govt Girls Pirmary School Darkot(Female)",Darkot,026031107,,,,0,101,101,,,
