1,2,3,4,5,6,7,8,9,10,11,12,13
,,,,,,,621,466,1087,,,
173,"Govt Primery School, Kund Battal",Battal Kund,75011609,,,,424,323,747,1,1,2
,,,,,,,424,323,747,,,
174,"Govt Girls High School, Lora",Lora,75020108,,,,344,339,683,1,1,2
,,,,,,,344,339,683,,,
175,"Govt Girls Community ModelSchool, Lora",Lora,75020109,,,,773,669,1442,2,2,4
,,,,,,,773,669,1442,,,
176,"Govt Girls Community ModelSchool, Lora",Lora,75020110,,,,407,297,704,1,1,2
,,,,,,,407,297,704,,,
177,"Govt Higher Secondary School,Lora",Lora,75020111,,,,343,283,626,2,2,4
,Lora,75020112,,,,462,366,828,,,,
,,,,,,,805,649,1454,,,
178,"Govt Girls Primery School, Seri",Seri,75020101,,,,242,180,422,1,1,2
,,,,,,,242,180,422,,,
179,"Govt Girls Primery School, Khoian",Narhotar/ Khoian,75020103,,,,538,401,939,2,1,3
,,,,,,,538,401,939,,,
180,"Govt Primery School, Narhotar",Narhotar,75020102,,,,597,489,1086,2,1,3
,,,,,,,597,489,1086,,,
181,"Govt Girls Primery School, Garhi",Garhi,75020104,,,,257,227,484,1,1,2
,,Gohra,75020107,,,,75,66,141,,,
,,,,,,,332,293,625,,,
182,"Govt High School, Garhi Noorpur",Noorpur,75020105,,,,472,427,899,2,1,3
,,,,,,,,,,,,
183,"Govt Girls Primery School, DheriKiala",Dheri Kiala,75020113,,,,665,615,1280,2,2,4
184,"Govt Girls High School,Dooma(Male)",Seer Gharbi,75020405,,,,978,0,978,3,0,3
,,,,,,,,,,,,
185,"Govt Primery School, Ammna(Seer Dooma)",Seer Gharbi,75020405,,,,0,853,853,0,2,2
,,,,,,,,,,,,
186,"Govt Primery School, Basbeer",Bas Bheer,75020407,,,,291,289,580,1,1,2
,,,,,,,291,289,580,,,
187,"Govt Primery School, Malmoola",Malmoola,75020408,,,,314,372,686,1,1,2
,,,,,,,314,372,686,,,
188,"Govt Primery School, Miyan",Seer Gharbi,75020401,,,,396,314,710,2,1,3
,,Seer Gharbi,75020406,,,,237,173,410,,,
,,,,,,,633,487,1120,,,
189,"Govt Girls Primary School, Nalla",Seer Gharbi,75020403,,,,536,411,947,2,1,3
,,,,,,,536,411,947,,,
190,"Govt Primery School, Batnara",Seer Gharbi,75020402,,,,808,610,1418,2,2,4
,,,,,,,808,610,1418,,,
191,"Govt Higher Secondary School,Ziarat Masoom",Seer Gharbi,75020404,,,,712,597,1309,2,2,4
,,,,,,,712,597,1309,,,
192,"Govt Primery School, Darra",Seer Sharqi,75020701,,,,505,366,871,2,1,3
,,,,,,,,,,,,
193,"Govt Primery School, Darra",Seer Sharqi,75020702,,,,361,285,646,1,1,2
,,,,,,,,,,,,
194,"Govt Middle School, Maira Romal",Seer Sharqi,75020703,,,,460,365,825,2,1,3
,,,,,,,460,346,802,,,
