"",,Bara Banda,039011023,,,,,505,505,,,
"",,,,,,,,1449,"1,449",,,
64,GGHS Bara Banda 2nd   PS  (Female),Bara Banda,039011024,,,,,406,406,,4,4
"",,Bara Banda,039011027,,,,,342,342,,,
"",,Bara Banda,039011029,,,,,137,137,,,
"",,Bara Banda,039011042,,,,,209,209,,,
"",,Bara Banda,039011043,,,,,139,139,,,
"",,,,,,,,1233,"1,233",,,
65,"Government Primary School  No 1 Bara Banda 1stPS  (Male)",Bara Banda,039011024,,,,555,,555,4,,4
"",,Bara Banda,039011026,,,,455,,455,,,
"",,Bara Banda,039011025,,,,344,,344,,,
"",,,,,,,"1,354",,"1,354",,,
66,"Government Primary School  No 1 Bara Banda2nd PS  (Male)",Bara Banda,039011028,,,,469,,469,4,,4
"",,Bara Banda,039011048,,,,541,,541,,,
"",,,,,,,"1,010",,"1,010",,,
67,GGovernment Primary School  Bara Banda,Bara Banda,039011026,,,,,286,286,,4,4
"",,Bara Banda,039011025,,,,,293,293,,,
"",,Bara Banda,039011028,,,,,391,391,,,
"",,Bara Banda,039011044,,,,,307,307,,,
"",,Bara Banda,039011048,,,,,400,400,,,
"",,,,,,,0,1677,"1,677",,,
"",Government Primary School  Shareen Kota,Kotarpan,039011030,,,,453,,453,,,
Kotarpan,039011031,,,,173,,173,,,,,
Kotarpan,039011032,,,,350,,350,,,,,
"",kotarpan 1st PS (  Male),Kotarpan,039011033,,,,199,,199,,,
"",,Kotarpan,039011034,,,,352,,352,,,
"",,Kotarpan,039011046,,,,119,,119,,,
"",,Kotarpan,,,,,"1,527",0,"1,527",,,
69,"Government Primary School  Shareen Kotakotarpan 2nd PS (Female)",Kotarpan,039011030,,,,,271,271,,4,4
"",,Kotarpan,039011031,,,,,113,113,,,
"",,Kotarpan,039011032,,,,,197,197,,,
"",,Kotarpan,039011033,,,,,133,133,,,
"",,Kotarpan,039011046,,,,,50,50,,,
"",,Kotarpan,039011034,,,,,190,190,,,
"",,Kotarpan,,,,,,954,954,,,
70,GHS Kotar Pan (Male),Kotarpan,039011035,,,,679,,679,4,,4
"",,Kotarpan,039011036,,,,685,,685,,,
"",,Kotarpan,039011037,,,,685,,685,,,
"",,Kotarpan,039011038,,,,552,,552,,,
"",,Kotarpan,039011045,,,,160,,160,,,
"",,Kotarpan,039011047,,,,268,,268,,,
"",,,,,,,"3,029",,"3,029",,,
71,Government Primary School  No 2 (Female),Kotarpan,039011035,,,,,489,489,,4,4
"",,Kotarpan,039011036,,,,,482,482,,,
0,,,,,,,,971,971,,,
72,GGMS Kotar Pan (Female),Kotarpan,039011038,,,,,496,496,,4,4
"",,Kotarpan,039011045,,,,,116,116,,,
"",,Kotarpan,039011047,,,,,174,174,,,
"",,Kotarpan,039011037,,,,,557,557,,,
"",,,,,,,,,0,,,
73,"Govt Girls Primary School   (Male)Barakhel(ChandiKorona)",Behram Keli,039011101,,,,779,,779,4,,4
"",,Behram Keli,039011103,,,,80,,80,,,
"",,Behram Keli,039011106,,,,118,,118,,,
"",,Behram Keli,039011102,,,,444,254,698,,,
"",,,,,,,"1,421",,"1,421",,,
74,GGCMS  (Female) Chandi Koroona,Behram Keli,039011101,,,,,607,607,,4,4
"",,Behram Keli,039011103,,,,,63,63,,,
"",,Behram Keli,039011106,,,,,64,64,,,
"",,,,,,,,734,734,,,
75,Government high School Behram Keli (Male),Behram Keli,039011104,,,,461,,461,4,,4
"",,Behram Keli,039011105,,,,350,,350,,,
"",,Behram Keli,039011107,,,,155,,155,,,
"",,Behram Keli,039011108,,,,454,,454,,,
"",,,,,,,"1,420",,"1,420",,,
76,GHS Behramkalay 1st PS  (Male),Behram Keli,039011109,,,,582,,582,4,,4
"",,Behram Keli,039011110,,,,251,,251,,,
"",,Behram Keli,039011111,,,,371,,371,,,
"",,Behram Keli,039011112,,,,456,,456,,,
"",,,,,,,"1,660",,"1,660",,,
"",,Behram Keli,039011113,,,,274,,274,,,
77,GHS Behramkalay 2nd PS (Male),Behram Keli,039011114,,,,181,,181,4,,4
"",,Behram Keli,039011115,,,,300,,300,,,
"",,Behram Keli,039011116,,,,347,,347,,,
"",,Behram Keli,039011117,,,,154,,154,,,
"",,Behram Keli,039011118,,,,258,,258,,,
"",,Behram Keli,039011119,,,,318,,318,,,
"",,,,,,,"1,832",,"1,832",,,
78,GGPS Behram Keli (Male),Behram Keli,039011104,,,,,273,273,,4,4
"",,Behram Keli,039011105,,,,,204,204,,,
"",,Behram Keli,039011107,,,,,114,114,,,
"",,Behram Keli,039011108,,,,,191,191,,,
"",,Behram Keli,039011119,,,,,198,198,,,
"",,Behram Keli,039011112,,,,,314,314,,,
"",,,,,,,,1294,"1,294",,,
79,GGMS  1st PS  (Male),Behram Keli,039011109,,,,,398,398,,4,4
"",,Behram Keli,039011110,,,,,173,173,,,
"",,Behram Keli,039011111,,,,,289,289,,,
"",,Behram Keli,039011118,,,,,281,281,,,
"",,,,,,,,1141,"1,141",,,
80,GGPS  Behramkalay 2nd PS (Male),Behram Keli,039011113,,,,,270,270,,4,4
"",,Behram Keli,039011114,,,,,112,112,,,
"",,Behram Keli,039011115,,,,,323,323,,,
"",,Behram Keli,039011116,,,,,196,196,,,
"",,Behram Keli,039011117,,,,,216,216,,,
"",,,,,,,,,,,,
81,GMS Sadaq Abad Galader (combined,پير سباق,039011201,,,,805,529,"1,334",2,2,4
"",,,,,,,,,,,,
82,GPS Mai Gul Kaly  (Combined),پير سباق,039011202,,,,108,60,168,2,2,4
"",,پير سباق,039011219,,,,722,542,"1,264",,,
"",,,,,,,,,"1,432",,,
83,"Government Primary School Zando Banda 1st PS(Male)",پير سباق,039011203,,,,286,,286,4,,4
"",,پير سباق,039011204,,,,637,,637,,,
"",,پير سباق,039011205,,,,682,,682,,,
"",,,,,,,"1,605",,,,,
84,"Government Primary School Zando Banda 2nd PS(Male)",پير سباق,039011206,,,,508,,508,4,,4
"",,پير سباق,039011220,,,,313,,313,,,
"",,پير سباق,039011221,,,,255,,255,,,
"",,,,,,,"1,076",,,,,
85,GGMS Zando Banda 1st PS (Female),پير سباق,039011203,,,,,193,193,,4,4
"",,پير سباق,039011204,,,,,674,674,,,
"",,پير سباق,039011205,,,,,373,373,,,
"",,,,,,,,"1,240",,,,
86,GGMS Zando Banda 2nd PS (Female,پير سباق,039011206,,,,,412,412,,4,4
"پير سباق",039011220,,,,,238,238,,,,,
"",,پير سباق,039011221,,,,,164,164,,,
"",,,,,,,,814,,,,
87,GPS No 1  Galader Pir sabaq (Combined),پير سباق,039011207,,,,319,364,683,2,2,4
"",,پير سباق,039011218,,,,77,72,149,,,
"",,پير سباق,039011223,,,,600,217,817,,,
"",,,,,,,559,521,"1,649",,,
88,GPS Haws Korana Pir Sabaq (Combined),پير سباق,039011212,,,,163,85,248,2,2,4
"",,پير سباق,039011210,,,,306,243,549,,,
"",,پير سباق,039011224,,,,130,99,229,,,
"",,,,,,,599,427,"1,026",,,
89,GHS Pir sabaq 1st PS (Male),پير سباق,039011208,,,,353,,353,4,,4
"",,پير سباق,039011211,,,,674,,674,,,
"",,پير سباق,039011209,,,,311,,,,,
"",,,,,,,"1,338",,,,,
90,GHS Pir sabaq 2nd  PS (Male),,,,,,,,0,4,,4
"",,پير سباق,039011215,,,,630,,630,,,
"",,پير سباق,039011225,,,,227,,227,,,
"",,پير سباق,039011222,,,,416,,,,,
