"",,Bar Behram Dheri,035010613,,,,0,305,305,,,
"",Total,,,0,1137,1137,0,3,3,,,
65,"Govt: High School Landi Shah, PollingStation No.I (Male)",Koz Behram Dheri,035010603,,,,475,0,475,3,0,3
"",,Koz Behram Dheri,035010604,,,,691,0,691,,,
"",Total,,,1166,0,1166,3,0,3,,,
66,"Govt: High School Landi Shah, PollingStation No.II (Male)",Koz Behram Dheri,035010607,,,,501,0,501,,,
"",,Koz Behram Dheri,035010608,,,,407,0,407,,,
"",,Koz Behram Dheri,035010609,,,,402,0,402,,,
"",Total,,,1310,0,1310,2,0,2,,,
67,"Govt: Girls Primary School Bahram dheri(Male)",Koz Behram Dheri,035010605,,,,525,0,525,2,0,2
"",,Koz Behram Dheri,035010606,,,,500,0,500,,,
"",Total,,,1025,0,1025,2,0,2,,,
68,Govt: Primary School Ambar Qilla,Koz Behram Dheri,035010603,,,,0,332,332,,,
"",(Female),Koz Behram Dheri,035010607,,,,0,391,391,,,
"",,Koz Behram Dheri,035010608,,,,0,313,313,,,
"",,Koz Behram Dheri,035010609,,,,0,309,309,,,
"",Total,,,0,1345,1345,0,3,3,,,
69,"Govt: Primary School, Landi Shah,",Koz Behram Dheri,035010604,,,,0,486,486,,,
"",(Female),Koz Behram Dheri,035010605,,,,0,421,421,0,3,3
"",,Koz Behram Dheri,035010606,,,,0,433,433,,,
"",Total,,,0,1340,1340,0,3,3,,,
70,"Govt: Girls Primary School, Koz BehramDheri(Combined)",Koz Behram Dheri,035010610,,,,487,391,487,,,
"",,Koz Behram Dheri,035010611,,,,309,219,309,,,
"",,Koz Behram Dheri,035010614,,,,307,230,307,,,
"",Total,,,1103,840,1943,2,2,4,,,
71,"Govt: High School Harichand, PollingStation No.I (Male)",Qaid Abad,035010701,,,,306,0,306,3,0,3
"",,Qaid Abad,035010702,,,,916,0,916,,,
"",Total,,,1222,,1222,3,0,3,,,
72,"Govt: Girls Primary School Harichand(Male)",Qaid Abad,035010703,,,,365,0,365,3,0,3
"",,Qaid Abad,035010704,,,,559,0,559,,,
"",Total,,,924,,924,3,0,3,,,
73,"Govt: High School Harichand, PollingStation No.II (Male)",Qaid Abad,035010705,,,,375,0,375,3,0,3
