"",,Chak No.186/RB Baloana,152010506,,,,167,,167,,,
"",,Total,,,,,1162,,1162,3,,3
18,"Government Boys Primary School,Chak No.186/RB Dogaranwala(Female) Permanent",Chak No.186/RB Dogaranwala,152010503,,,,,251,251,,,
"",,Chak No.186/RB Dogaranwala,152010504,,,,,354,354,,,
"",,Chak No.186/RB Dogaranwala,152010505,,,,,166,166,,,
"",,Chak No.186/RB Baloana,152010506,,,,,109,109,,,
"",,Total,,,,,,880,880,,2,2
19,"Government Girls Primary School,Chak 186/RB Dahlam (Combined)Permanent",Chak No.186/RB Dahlam,152010501,,,,111,134,245,,,
Chak No.186/RB Dahlam,152010502,,,,206,162,368,,,,,
Total,,,,,317,296,613,2,1,3,,
Chak No.162/RB Sikandarpur,152011201,,,,377,,377,,,,,
"",(Male) Permanent,Chak No.162/RB Sikandarpur,152011203,,,,399,,399,,,
"",,Total,,,,,1163,,1163,2,,2
21,"Government Girls  Primary School,Chak No.162/RB Sikandarpur(Female) Permanent",Chak No.162/RB Sikandarpur,152011201,,,,,316,316,,,
"",,Chak No.162/RB Sikandarpur,152011202,,,,,288,288,,,
"",,Chak No.162/RB Sikandarpur,152011203,,,,,301,301,,,
"",,Total,,,,,,604,604,,2,2
22,"Government Boys High School,Chak No.164/RB Mhais (Male)Permanent",Chak No.164/RB Mhais,152011204,,,,409,,409,,,
"",,Chak No.164/RB Mhais,152011205,,,,230,,230,,,
"",,Chak No.164/RB Mhais,152011206,,,,749,,749,,,
"",,Total,,,,,639,,639,3,,3
23,"Government Girls High School,Chak No.164/RB Mhais (Female)Permanent",Chak No.164/RB Mhais,152011204,,,,,294,294,,,
"",,Chak No.164/RB Mhais,152011205,,,,,146,146,,,
"",,Chak No.164/RB Mhais,152011206,,,,,536,536,,,
"",,Total,,,,,,440,440,0,2,2
24,"Government Boys Primary School,Chak No.165/RB (Combined)Permanent",Chak No.165/RB,152011207,,,,325,269,594,,,
"",,Chak No.165/RB,152011208,,,,550,477,1027,,,
"",,Total,,,,,875,746,1621,2,1,3
25,"Government Girls Primary School-1,Chak No.160/RB (Combined)",Chak No.160/RB,152011001,,,,512,386,898,,,
"",,Chak No.160/RB,152011002,,,,381,286,667,,,
"",,Total,,,,,893,672,1565,2,1,3
26,"Government Boys Primary School,Chak No.185/RB (Combined)Permanent",Chak No.185/RB,152011003,,,,614,482,1096,,,
"",,Chak No.185/RB,,,,,2,1,3,,,
"",,Total,,,,,614,482,1096,1,1,2
27,"Government Girls ElementarySchool,Chak No.293/RB Sharqi (Male)",Chak No.293/RB Sharqi,152011004,,,,436,367,803,,,
"",,Chak No.293/RB Sharqi,152011005,,,,401,329,730,,,
"",,Total,,,,,837,696,1533,2,2,4
28,"Government Boys Primary School,Chak No.293/RB Gharbi(Combined) Permanent",Chak No.293/RB Gharbi,152011006,,,,584,397,981,,,
"",,Chak No.293/RB Gharbi,152011007,,,,716,525,1241,,,
"",,Total,,,,,1182,814,1996,2,2,4
29,"Government Girls High School,Chak No.153/RB (Male) Permanent",Chak No.153/RB,152010701,,,,362,,362,,,
"",,Chak No.153/RB,152010702,,,,747,,747,,,
"",,Chak No.153/RB,152010703,,,,433,,433,,,
"",,Chak No.153/RB,152010704,,,,636,,636,,,
"",,Total,,,,,1109,,1109,3,,3
30,"Government Girls High School,Chak No.153/RB (Female)Permanent",Chak No.153/RB,152010701,,,,,284,284,,,
"",,Chak No.153/RB,152010702,,,,,284,284,,,
"",,Chak No.153/RB,152010703,,,,,368,368,,,
"",,Chak No.153/RB,152010704,,,,,479,479,,,
"",,Total,,,,,,1415,1415,,3,3
31,"Government Boys Primary School,Chak No.153/RB Daska",Chak No.153/RB,152010705,,,,307,252,559,,,
"",,Total,,,,,307,252,559,1,1,2
32,"Government Girls Primary School,Chak No.145/RB Tibran",Chak No.145/RB,152040706,,,,781,553,1334,,,
"",,Total,,,,,706,463,1169,1,1,2
33,"Government Boys  ElementarySchool,Chak No.157/RB Gojra (Male)Permanent",Chak No.157/RB Gojra,152010601,,,,231,,231,,,
"",,Chak No.157/RB Gojra,152010602,,,,753,,753,,,
"",,Chak No.157/RB Gojra,152010603,,,,329,,329,,,
"",,Chak No.157/RB Gojra,152010604,,,,324,,324,,,
"",,Total,,,,,1637,,1637,4,,4
34,"Government Boys  ElementarySchool,Chak No.157/RB Gojra (Female)Permanent",Chak No.157/RB Gojra,152010601,,,,,179,179,,,
"",,Chak No.157/RB Gojra,152010602,,,,,585,585,,,
"",,Chak No.157/RB Gojra,152010603,,,,,275,275,,,
"",,Chak No.157/RB Gojra,152010604,,,,,272,272,,,
"",,Total,,,,,,1311,1311,,3,3
35,"Government Girls High School,Chak No.157/RB Gojra (Male)Permanent",Chak No.157/RB Gojra,152010605,,,,364,,364,,,
Chak No.157/RB Gojra,152010606,,,,238,,238,,,,,
Chak No.157/RB Gojra,152010607,,,,96,,96,,,,,
Chak No.157/RB Gojra,152010608,,,,365,,365,,,,,
Total,,,,,1063,,1063,2,,2,,
"","Chak No.157/RB Gojra (Female)Permanent",Chak No.157/RB Gojra,152010606,,,,,177,177,,,
"",,Chak No.157/RB Gojra,152010607,,,,,80,80,,,
"",,Chak No.157/RB Gojra,152010608,,,,,258,258,,,
"",,Total,,,,,,798,798,,2,2
37,"Government Girls Primary School,Chak No.161/RB Botianwala",Chak No.161/RB Bootianwala,152010617,,,,424,357,781,,,
"",,Total,,,,,404,300,704,1,1,2
38,"Government Boys Primary School,Chak No.161/RB Nipalkay  (Male)Permanent",Chak No.161/RB Nipalkay,152010615,,,,483,,483,,,
"",,Chak No.161/RB Nipalkay,152010616,,,,668,,668,,,
"",,Total,,,,,1151,,1151,2,,2
39,"Government Girls ElementarySchool,Chak No.161/RB Nipalkay",Chak No.161/RB Nipalkay,152010615,,,,,411,411,,,
"",,Chak No.161/RB Nipalkay,152010616,,,,,515,515,,,
"",,Total,,,,,,926,926,,2,2
40,"Government Boys  ElementarySchool,Chak No.159/RB Sobay Chak",Chak No.159/RB Sobay Chak,152010611,,,,628,,628,,,
"",,Chak No.159/RB Sobay Chak,152010612,,,,535,,535,,,
"",,Total,,,,,1163,,1163,2,,2
41,"Government Boys  ElementarySchool,Chak No.159/RB Sobay Chak",Chak No.159/RB Sobay Chak,152010611,,,,,491,491,,,
"",,Chak No.159/RB Sobay Chak,152010612,,,,,401,401,,,
"",,Total,,,,,,892,892,,2,2
42,"Government Boys Primary School,Chak No.159/RB Bilal Nagar (Male)Permanent",Chak No.159/RB Bilal Nagar,152010613,,,,605,,605,,,
"",,Chak No.159/RB Bilal Nagar,152010614,,,,744,,744,,,
"",,Total,,,,,1349,,1349,2,,2
43,"Government Boys Primary School,Chak No.159/RB Bilal Nagar(Female) Permanent",Chak No.159/RB Bilal Nagar,152010613,,,,,414,414,,,
"",,Chak No.159/RB Bilal Nagar,152010614,,,,,576,576,,,
"",,Total,,,,,,990,990,,2,2
44,"Government Girls Primary School,Chak No.158/RB Borray Wali(Male) Permanent",Chak No.158/RB,152010609,,,,527,,527,,,
"",,Chak No.158/RB,152010610,,,,454,,454,,,
"",,Total,,,,,981,,981,2,,2
45,"74 Government Girls PrimarySchool,Chak No.158/RB Borray Wali",Chak No.158/RB,152010609,,,,,461,461,,,
"",,Chak No.158/RB,152010610,,,,,391,391,,,
"",,Total,,,,,,852,852,,2,2
46,"Government Boys High School,Chak No.156/RB (Male) Permanent",Chak No.156/RB,152010901,,,,569,,569,,,
"",,Chak No.156/RB,152010902,,,,738,,738,,,
"",,Chak No.156/RB,152010903,,,,385,,385,,,
"",,Total,,,,,1692,,1692,4,,4
47,"Government Girls Primary School,Chak No.156/RB (Female)Permanent",Chak No.156/RB,152010901,,,,,428,428,,,
"",,Chak No.156/RB,152010902,,,,,589,589,,,
"",,Chak No.156/RB,152010903,,,,,260,260,,,
"",,Total,,,,,,1277,1277,,3,3
48,"Government Boys Primary School,Chak No.148/RB (Combined)Permanent",Chak No.148/RB,152010904,,,,624,460,1084,,,
"",,Chak No.148/RB,152010905,,,,521,401,922,,,
"",,Total,,,,,1145,861,2006,2,2,4
49,"Government Girls Middle School,Chak No.21/JB (Combined)Permanent",Chak No.21/JB,152010201,,,,367,301,668,,,
"",,Chak No.21/JB,152010202,,,,401,310,711,,,
"",,Chak No.21/JB,152010209,,,,290,180,470,,,
"",,Total,,,,,1058,791,1849,2,2,4
50,"Government Boys Primary School,Chak No.24/JB (Male) Permanent",Chak No.24/JB,152010203,,,,76,,76,,,
"",,Chak No.24/JB,152010204,,,,329,,329,,,
"",,Chak No.24/JB,152010205,,,,590,,590,,,
"",,Chak No.24/JB,152010210,,,,360,,360,,,
"",,Chak No.24/JB,152010211,,,,195,,195,,,
"",,Total,,,,,1550,,1550,3,,3
51,"Government Girls High School,Chak No.24/JB (Female)Permanent",Chak No.24/JB,152010203,,,,,123,123,,,
Chak No.24/JB,152010204,,,,,252,252,,,,,
Chak No.24/JB,152010205,,,,,443,443,,,,,
Chak No.24/JB,152010210,,,,,294,294,,,,,
Chak No.24/JB,152010211,,,,,135,135,,,,,
Total,,,,,,1247,1247,,3,3,,
Chak No.25/JB,152010206,,,,723,,723,,,,,
"",,Chak No.25/JB,152010208,,,,141,,141,,,
"",,Chak No.25/JB,152010212,,,,224,,224,,,
"",,Total,,,,,1523,,1523,3,,3
53,"Government Girls ElementarySchool,Chak No.25/JB (Female)Permanent",Chak No.25/JB,152010206,,,,,522,522,,,
"",,Chak No.25/JB,152010207,,,,,342,342,,,
"",,Chak No.25/JB,152010208,,,,,101,101,,,
"",,Chak No.25/JB,152010212,,,,,148,148,,,
"",,Total,,,,,,1113,1113,,3,3
54,"Government Boys Primary School,Chak No.20/JB (Male) Permanent",Chak No.20/JB,152010101,,,,691,,691,,,
"",,Chak No.20/JB,152010102,,,,630,,630,,,
"",,Total,,,,,1321,,1321,3,,3
55,"Government Girls High School,(Midle Wing) Chak No.20/JB(Female) Permanent",Chak No.20/JB,152010101,,,,,490,490,,,
"",,Chak No.20/JB,152010102,,,,,456,456,,,
"",,Total,,,,,,946,946,,2,2
56,"Government Boys Primary School,Chak No.23/JB Noon Bhatti(Combined) Permanent",Chak No.23/JB Noon Bhatti,152010103,,,,940,663,1603,,,
"",,Chak No.23/JB Noon Bhatti,152010104,,,,305,181,486,,,
"",,Total,,,,,1245,844,2089,3,2,5
57,"Government Girls Primary School,Chak No.23/JB Saddan (Male)Permanent",Chak No.23/JB Saddan.,152010105,,,,637,,637,,,
"",,Chak No.23/JB Saddan.,152010106,,,,470,,470,,,
"",,Total,,,,,1107,,1107,2,,2
58,"Government Girls Primary School,Chak No.23/JB Saddan (Female)Permanent",Chak No.23/JB Saddan.,152010105,,,,,445,445,,,
"",,Chak No.23/JB Saddan.,152010106,,,,,292,292,,,
"",,Total,,,,,0,737,737,,2,2
59,"Government Girls  Primary School,Chak No.467/JB (Combined)",Chak No.467/JB,152010107,,,,395,288,683,,,
"",,Total,,,,,368,268,636,1,1,2
60,"Government Boys ElementarySchool,Chak No.102/JB Burj Pind (Male)",Chak No.102/JB,152010310,,,,781,,781,,,
"",,Chak No.102/JB,152010311,,,,565,,565,,,
"",,Total,,,,,1346,,1346,4,,4
61,"90 Government Boys ElementarySchool, Chak No.102/JB Burj Pind",Chak No.102/JB,152010312,,,,768,608,1376,,,
"",,Total,,,,,768,608,1376,2,2,4
62,"Government Girls  ElementarySchool,Chak No.102/JB Burj Pind (Female)",Chak No.102/JB,152010310,,,,,449,449,,,
"",,Chak No.102/JB,152010311,,,,,608,608,,,
"",,Total,,,,,,1057,1057,,3,3
63,"Government Boys Primary School,Chak No.102/JB    Burj Mundi(Male) Permanent",Chak No.102/JB,152010313,,,,291,,291,,,
"",,Chak No.102/JB,152010314,,,,334,,334,,,
"",,Chak No.102/JB,152010315,,,,231,,231,,,
"",,Chak No.102/JB,152010316,,,,83,,83,,,
"",,Total,,,,,939,,939,2,,2
64,"Government Girls  Primary School,Chak No.102/JB Burj Mundi(Female) Permanent",Chak No.102/JB,152010313,,,,,168,168,,,
"",,Chak No.102/JB,152010314,,,,,238,238,,,
"",,Chak No.102/JB,152010315,,,,,182,182,,,
"",,Chak No.102/JB,152010316,,,,,67,67,,,
"",,Total,,,,,,655,655,,2,2
65,"Government Girls High School,Chak No.102/JB Burj Mundi (Male)Permanent",Chak No.102/JB,152010317,,,,219,,219,,,
"",,Chak No.102/JB,152010318,,,,428,,428,,,
"",,Chak No.102/JB,152010319,,,,365,,365,,,
"",,Chak No.102/JB,152010320,,,,399,,399,,,
"",,Chak No.102/JB,152010324,,,,333,,333,,,
"",,Total,,,,,1744,,1744,4,,4
66,"Government Girls High School,Chak No.102/JB Burj  Mundi(Female) Permanent",Chak No.102/JB,152010317,,,,,156,156,,,
"",,Chak No.102/JB,152010318,,,,,256,256,,,
"",,Chak No.102/JB,152010319,,,,,321,321,,,
"",,Chak No.102/JB,152010320,,,,,381,381,,,
"",,Chak No.102/JB,152010324,,,,,248,248,,,
"",,Total,,,,,,1362,1362,,3,3
67,"Government Girls HigherSecoundry School, Chak No.103/JBBarnala (Combined) Permanent",Chak No 103/JB,152010305,,,,327,248,575,,,
Chak No 103/JB,152010306,,,,593,440,1033,,,,,
Total,,,,,920,688,1608,2,2,4,,
"","Secoundry School, Chak No.103/JBBarnala (Male) Permanent",Chak No 103/JB,152010308,,,,587,,587,,,
"",,Chak No 103/JB,152010309,,,,277,,277,,,
"",,Chak No 103/JB,152010321,,,,46,,46,,,
"",,Chak No 103/JB,152010322,,,,86,,86,,,
"",,Chak No 103/JB,152010323,,,,430,,430,,,
"",,Total,,,,,1733,,1733,4,,4
69,"Government Boys High School,(Primary Wing) School, ChakNo.103/JB Barnala  (Female)Permanent",Chak No 103/JB,152010307,,,,,463,463,,,
"",,Chak No 103/JB,152010308,,,,,187,187,,,
"",,Chak No 103/JB,152010309,,,,,323,323,,,
"",,Chak No 103/JB,152010321,,,,,28,28,,,
"",,Chak No 103/JB,152010322,,,,,52,52,,,
"",,Chak No 103/JB,152010323,,,,,393,393,,,
"",,Total,,,,,,1446,1446,,3,3
70,"Government Boys ElementarySchool,Chak No.106/JB Khichiyan  (Male)Permanent",Chak No 106/JB,152010301,,,,386,,386,,,
"",,Chak No 106/JB,152010302,,,,653,,653,,,
"",,Chak No 106/JB,152010303,,,,439,,439,,,
"",,Chak No 106/JB,152010304,,,,266,,266,,,
"",,Total,,,,,1744,,1744,4,,4
71,"GovernmentGirls ElementarySchool,Chak No.106/JB Khichiyan(Female) Permanent",Chak No 106/JB,152010301,,,,,268,268,,,
"",,Chak No 106/JB,152010302,,,,,500,500,,,
"",,Chak No 106/JB,152010303,,,,,348,348,,,
"",,Chak No 106/JB,152010304,,,,,201,201,,,
"",,Total,,,,,,1317,1317,,3,3
72,"Government Boys Primary School,Chak No.155/RB (Combined)Permanent",Chak No.155/RB,152010803,,,,640,434,1074,,,
"",,Chak No.155/RB,152010804,,,,321,250,571,,,
"",,Total,,,,,961,684,1645,2,2,4
73,"Government Girls Primary School,Chak No.154/RB (Combined)Permanent",Chak No.154/RB,152010801,,,,377,303,680,,,
"",,Chak No.154/RB,152010802,,,,315,246,561,,,
"",,Total,,,,,692,549,1241,2,1,3
74,"Government Boys Primary School,Chak No.163/RB (Male) Permanent",Chak No.163/RB,152010805,,,,535,,535,,,
"",,Chak No.163/RB,152010806,,,,281,,281,,,
"",,Chak No.163/RB,152010807,,,,465,,465,,,
"",,Chak No.163/RB,152010808,,,,362,,362,,,
"",,Total,,,,,1643,,1643,4,,4
75,"Government Girls Primary School,Chak No.163/RB (Female)Permanent",Chak No.163/RB,152010805,,,,,372,372,,,
"",,Chak No.163/RB,152010806,,,,,198,198,,,
"",,Chak No.163/RB,152010807,,,,,372,372,,,
"",,Chak No.163/RB,152010808,,,,,298,298,,,
"",,Total,,,,,,1240,1240,,3,3
76,"Government Boys Primary School,Chak No 107/JB  (Male) Permanent",ChakNo 107/JB,152010401,,,,459,,459,,,
"",,ChakNo 107/JB,152010402,,,,762,,762,,,
"",,Total,,,,,1221,,1221,3,,3
77,"Government Girls ElementarySchool,Chak No 107/JB  (Female)",ChakNo 107/JB,152010401,,,,,304,304,,,
"",,ChakNo 107/JB,152010402,,,,,603,603,,,
"",,Total,,,,,,907,907,,2,2
78,"Government Girls CommunityModle School, Chak No.109/JB",ChakNo 109/JB,152010403,,,,1149,765,1914,,,
"",,Total,,,,,1042,616,1658,2,2,4
79,"Government Boys Primary School,-IIChak No 110/JB Babaywala(Combined) Permanent",ChakNo 110/JB,152010404,,,,334,230,564,,,
"",,ChakNo 110/JB,152010405,,,,278,294,572,,,
"",,ChakNo 110/JB,152010406,,,,392,309,701,,,
"",,Total,,,,,1004,833,1837,2,2,4
80,"Government Boys Primary School,Chak No.137/RB Paharri Pur(Combined)  Permanent",Chak No.137/ RB  Paharri Pur,152021001,,,,271,221,492,,,
"",,Chak No.137/ RB  Paharri Pur,152021002,,,,324,260,584,,,
"",,Total,,,,,595,481,1076,1,1,2
81,"Government Girls  Primary School,Chak No.137/RB  Udhodata(Combined)  Permanent",Chak No.137/ RB Udhodata,152021003,,,,324,243,567,,,
Chak No.137/ RB Udhodata,152021004,,,,242,181,423,,,,,
Total,,,,,566,424,990,1,1,2,,
Chak No.124/ RB,152021007,,,,714,,714,,,,,
"",Permanent,Total,,,,,1037,0,1037,2,,2
83,"171 Government Girls  HighSchool,Chak No.124/RB Paroopiyan",Chak No.124/ RB,152021007,,,,,638,638,,,
"",,Chak No.124/ RB,152021008,,,,,217,217,,,
"",,Total,,,,,,855,855,,2,2
84,"Government Boys Primary School,Chak No.124/RB Bahlol Pur Khurd(Combined) Permanent","Chak No.124/ RB Bahlol PurKhurd",152021009,,,,348,273,621,,,
"",,Total,,,,,348,273,621,1,1,2
85,"Government Girls Middle School,Chak No.47/RB (Male) Permanent",Chak No.47/ RB,152021005,,,,295,,295,,,
"",,Chak No.47/ RB,152021006,,,,741,,741,,,
"",,Total,,,,,1036,0,1036,2,,2
86,"174 Government Girls MiddleSchool,Chak No.47/RB (FeMale)",Chak No.47/ RB,152021005,,,,,253,253,,,
"",,Chak No.47/ RB,152021006,,,,,561,561,,,
"",,Total,,,,,,814,814,,2,2
87,"Government Girls Middle School,Chak No 44/JB (Combined)Permanent",Chak No.44/JB,152020207,,,,586,373,959,,,
"",,Chak No.44/JB,152020208,,,,497,297,794,,,
"",,Total,,,,,1083,670,1753,2,2,4
88,"Government Boys Middle School-I,Chak No 42/JB (Combined)Permanent",Chak No.42/JB,152020201,,,,628,465,1093,,,
"",,Chak No.42/JB,152020202,,,,177,134,311,,,
"",,Total,,,,,805,599,1404,2,1,3
89,"GovernmentGirls ElementarySchool-II,Chak No 42/JB Bar  (Combined)",Chak No.42/JB,152020203,,,,482,373,855,,,
"",,Chak No.42/JB,152020204,,,,406,314,720,,,
"",,Total,,,,,888,687,1575,2,2,4
90,"Government Boys  Primary School,Chak No 43/JB (Combined)Permanent",Chak No.43/JB,152020205,,,,314,230,544,,,
"",,Chak No.43/JB,152020206,,,,439,297,736,,,
"",,Total,,,,,753,527,1280,2,1,3
91,"Government Boys  Primary School,Chak No.471/JB (Combined)Permanent",Chak No.471/JB,152020209,,,,128,74,202,,,
"",,Chak No.472/JB,152020210,,,,175,116,291,,,
"",,Total,,,,,303,190,493,1,1,2
92,"Government Girls High School,Chak No.133/RB (Male) Permanent",Chak No.133/RB,152020403,,,,509,,509,,,
"",,Chak No.133/RB,152020404,,,,655,,655,,,
"",,Total,,,,,1164,,1164,2,,2
93,"181 Government Girls High School,Chak No.133/RB (Female)Permanent",Chak No.133/RB,152020403,,,,,442,442,,,
"",,Chak No.133/RB,152020404,,,,,552,552,,,
"",,Total,,,,,,994,994,,2,2
94,"Government Boys Primary School,Chak No.131/RB Arorri (Combined)Permanent",Chak No.131/RB,152020401,,,,620,535,1155,,,
"",,Total,,,,,620,535,1155,1,1,2
95,"Government Girls  Primary School,Chak No.131/RB Bachoana(Combined) Permanent",Chak No.131/RB,152020402,,,,605,440,1045,,,
"",,Total,,,,,605,440,1045,1,1,2
96,"Government Girls High School,Chak No.135/RB(Combined)Permanent",Chak No.135/RB,152020405,,,,447,316,763,,,
"",,Chak No.135/RB,152020406,,,,365,247,612,,,
"",,Total,,,,,812,563,1375,2,1,3
97,"Government Girls  Primary School,Chak No.125/RB (Combined)Permanent",Chak No.125/ RB,152020801,,,,448,374,822,,,
"",,Chak No.125/ RB,152020802,,,,710,499,1209,,,
"",,Total,,,,,1158,873,2031,3,2,5
98,"Government Boys High School,Chak No.127/RB Bahlowl Pur Kalan(Combined) Permanent",Chak No.127/ RB,152020803,,,,357,291,648,,,
"",,Chak No.127/ RB,152020804,,,,453,366,819,,,
"",,Total,,,,,810,657,1467,2,2,4
99,"Government Girls Primary School,Chak No.126/RB Dar-ul-Ihsan(Combined) Permanent",Chak No.126/ RB    Dar-Ul-Ihsan,152020809,,,,566,357,923,,,
Chak No.126/ RB    Dar-Ul-Ihsan,152020810,,,,558,398,956,,,,,
Total,,,,,1124,755,1879,3,2,5,,
Chak No.126/ RB,152020805,,,,378,,378,,,,,
Chak No.126/ RB,152020806,,,,585,,585,,,,,
Chak No.126/ RB,152020807,,,,371,,371,,,,,
"",,Total,,,,,1485,,1485,3,,3
101,"Government Boys Primary School-II,Chak No.126/RB (Female)Permanent",Chak No.126/ RB,152020805,,,,,269,269,,,
"",,Chak No.126/ RB,152020806,,,,,489,489,,,
"",,Chak No.126/ RB,152020807,,,,,350,350,,,
"",,Chak No.126/ RB,152020808,,,,,129,129,,,
"",,Total,,,,,,1237,1237,,3,3
102,"Basic Health Centre,Chak No.146/RB Daowala(Combined) Permanent",Chak No.146/ RB Daowala,152020706,,,,395,321,716,,,
"",,Chak No.146/ RB Daowala,152020707,,,,544,454,998,,,
"",,Total,,,,,939,775,1714,2,2,4
103,"Government Girls  ElementarySchool,Chak No.146/RB Kheewa",Chak No.146/ RB Kheewa,152020708,,,,215,172,387,,,
"",,Chak No.146/ RB Kheewa,152020709,,,,366,293,659,,,
