"",1,2,3,4,5,6,7,8,9,10,11,12,13,
"",,,,,-,-,310,216,526,,,,
"",,,BHULLEY WALA,255040402,-,-,455,316,771,,,,
96,172,Government Boys Primary School Bhulley Wala,,,,,,,,1,1,2,Combined
"",,,,,-,-,455,316,771,,,,
"",,,JHIL,255040403,-,-,314,204,518,,,,
96,173,Government Boys Primary School Jhil,,,,,,,,1,1,2,Combined
"",,,,,-,-,314,204,518,,,,
"",,,RAMDANA,255040404,-,-,189,151,340,,,,
96,174,Government Girls Primary School Ramdana  (Improvised),,,,,,,,1,1,2,Combined
"",,,,,-,-,189,151,340,,,,
"",,,BAQAR MEHRAN,255040501,-,-,511,353,864,,,,
96,175,Government Boys Primary School Mehran Baqar,,,,,,,,1,1,2,Combined
"",,,,,-,-,511,353,864,,,,
"",,,INAYAT PUR,255040502,-,-,496,459,955,,,,
96,176,Government Boys High School Inayat Pur,INAYAT PUR,255040503,-,-,419,302,721,2,2,4,Combined
"",,,,,-,-,915,761,1676,,,,
"",,,SAJWALAY WALA,255040504,-,-,239,193,432,,,,
96,177,Government Model Primary School Sajawaleywala,,,,,,,,1,1,2,Combined
"",,,,,-,-,239,193,432,,,,
"",,,SHERAN AWAN,255040505,-,-,495,325,820,,,,
96,178,Government Boys Primary School  SHEREEN AWAN,,,,,,,,1,1,2,Combined
"",,,,,-,-,495,325,820,,,,
"",,,KOT MOHABATA,255040302,-,-,64,51,115,,,,
96,179,Government Boys Primary School  KOT AMEER,KOT AMEER,255040506,-,-,180,135,315,1,1,2,Combined
"",,,,,-,-,244,186,430,,,,
"",,,THATTA SHAH JAMAL,255040601,-,-,231,192,423,,,,
"",,,TIBI NALERA,255040602,-,-,662,480,1142,,,,
96,180,Government Elementary School Mangna wala,,,,,,,,2,2,4,Combined
"",,,TINDIAN WALA,255040710,-,-,179,115,294,,,,
"",,,,,-,-,1072,787,1859,,,,
"",,,MAROO QILA,255040603,-,-,331,214,545,,,,
96,181,Government Boys Primary School Doaba Marro,MAROON BHATIAN,255040604,-,-,464,310,774,2,1,3,Combined
"",,,,,-,-,795,524,1319,,,,
"",,,SHEIKHAN,255040701,-,-,492,427,919,,,,
96,182,Government Boys Primary School Sheikhan,SHEIKHAN,255040702,-,-,234,186,420,2,2,4,Combined
"",,,,,-,-,726,613,1339,,,,
"",,,SHEIKHAN,255040703,-,-,592,478,1070,,,,
96,183,Government Girls Primary School Adda Sheikhan,SHEIKHAN,255040704,-,-,222,169,391,2,2,4,Combined
"",,,,,-,-,814,647,1461,,,,
"",,,SHEIKHAN,255040705,-,-,254,146,400,,,,
96,184,Government Boys Primary School Jhalar Nathu Shah,JHALAR NATHU SHAH,255040706,-,-,263,194,457,1,1,2,Combined
"",,,,,-,-,517,340,857,,,,
"",,,SHADI PUR,255040707,-,-,431,0,431,,,,
"",,,SHADI PUR,255040708,-,-,676,0,676,,,,
96,185,Government Boys Primary School Shadi Pur,,,,,,,,3,0,3,Male
"",,,SHADI PUR,255040709,-,-,211,0,211,,,,
"",,,,,-,-,1318,0,1318,,,,
"",,,SHADI PUR,255040707,-,-,0,328,328,,,,
"",,,SHADI PUR,255040708,-,-,0,549,549,,,,
96,186,Government Boys Primary School Shadi Pur,,,,,,,,0,3,3,Female
"",,,SHADI PUR,255040709,-,-,0,158,158,,,,
"",,,,,-,-,0,1035,1035,,,,
"",,,VIGILKAY,255050101,-,-,681,509,1190,,,,
96,187,Government Boys Primary School Mamolla,VIGILKAY,255050102,-,-,57,36,93,2,2,4,Combined
"",,,,,-,-,738,545,1282,,,,
"",,,VIGILKAY,255050103,-,-,289,242,531,,,,
96,188,Government Boys Elementary School Vigilkay,VIGILKAY,255050104,-,-,200,173,373,1,1,2,Combined
"",,,,,-,-,489,415,904,,,,
"",,,VIGILKAY,255050105,-,-,141,101,242,,,,
96,189,Girls  Primary School Muhammad Wala,VIGILKAY,255050106,-,-,291,235,526,1,1,2,Combined
"",,,,,-,-,432,336,768,,,,
"",,,VIGILKAY,255050107,-,-,687,481,1168,,,,
96,190,Government Girls Primary School Vijhakay,DURATTA SANGHRAWAN,255050108,-,-,318,201,519,2,2,4,Combined
"",,,,,-,-,1005,682,1687,,,,
"",,,SAROO WALA,255050201,-,-,442,343,785,,,,
"",,,SAROO WALA,255050202,-,-,165,103,268,,,,
96,191,Girls Elementary School Saru Wala,,,,,,,,2,2,4,Combined
"",,,SAROO WALA,255050203,-,-,302,215,517,,,,
"",,,,,-,-,909,661,1570,,,,
"",,,SAROO WALA,255050204,-,-,567,451,1018,,,,
"",,,KHARAL,255050205,-,-,162,94,256,,,,
96,192,Government Boys Primary School Saru Wala,,,,,,,,2,1,3,Combined
"",,,BAHADAR VERAN,255050206,-,-,40,20,60,,,,
"",,,,,-,-,769,565,1334,,,,
"",,,WADA SHAH,255050301,-,-,519,357,876,,,,
96,193,Government Boys Middle School Wada Shah Haji Usman,,,,,,,,1,1,2,Combined
"",,,,,-,-,519,357,876,,,,
"",,,WADA SHAH,255050302,-,-,533,417,950,,,,
96,194,Government Model Primary School Wada Shah Haji Usman,,,,,,,,1,1,2,Combined
"",,,,,-,-,533,417,950,,,,
"",,,PIR PUNJA,255050303,-,-,455,0,455,,,,
"",,,PIR PUNJA,255050304,-,-,336,0,336,,,,
96,195,Government Boys High School Pir Panja,,,,,,,,2,0,2,Male
"",,,PIR PUNJA,255050305,-,-,373,0,373,,,,
"",,,,,-,-,1164,0,1164,,,,
"",,,PIR PUNJA,255050303,-,-,0,388,388,,,,
"",,,PIR PUNJA,255050304,-,-,0,267,267,,,,
96,196,Government Girls High School Pir Panja,,,,,,,,0,2,2,Female
"",,,PIR PUNJA,255050305,-,-,0,275,275,,,,
"",,,,,-,-,0,930,930,,,,
"",,,PUNJAY WALA,255050401,-,-,309,251,560,,,,
96,197,Government Model Primary School Punjay Wala,PUNJAY WALA,255050402,-,-,347,189,536,1,1,2,Combined
"",,,,,-,-,656,440,1096,,,,
"",,,GUNJA TALA,255050403,-,-,363,263,626,,,,
"",,,GUNJA TALA,255050404,-,-,209,198,407,,,,
96,198,Government Girls Primary School Ganjy Wala,,,,,,,,2,2,4,Combined
"",,,GUNJA TALA,255050405,-,-,450,280,730,,,,
"",,,,,-,-,1022,741,1763,,,,
"",,,GHOSAY WALA,255050406,-,-,368,284,652,,,,
96,199,Government Boys Primary School Ghosay Wala,,,,,,,,1,1,2,Combined
"",,,,,-,-,368,284,652,,,,
"",,,JAISAL,255050501,-,-,494,357,851,,,,
96,200,Govt Model Primary School Jaisal,CHAK JHERA,255050502,-,-,214,150,364,2,1,3,Combined
"",,,,,-,-,708,507,1215,,,,
"",,,BARANA,255050503,-,-,351,285,636,,,,
96,201,Government Boys High School Barana,BARANA,255050504,-,-,271,223,494,2,1,3,Combined
"",,,,,-,-,622,508,1130,,,,
"",,,BARANA,255050505,-,-,493,402,895,,,,
96,202,Government Girls High School Barana,BARANA,255050506,-,-,330,256,586,2,2,4,Combined
"",,,,,-,-,823,658,1481,,,,
"",,,BURANA KANIAN WALI,255050601,-,-,431,346,777,,,,
"",,,BURANA KANIAN WALI,255050602,-,-,88,48,136,,,,
96,203,Government Boys High School Burani kanian wali,,,,,,,,2,1,3,Combined
"",,,BURANA KANIAN WALI,255050603,-,-,190,153,343,,,,
"",,,,,-,-,709,547,1256,,,,
"",,,BURANA KANIAN WALI,255050604,-,-,99,82,181,,,,
"",,,BURANA KANIAN WALI,255050605,-,-,350,256,606,,,,
96,204,Government Boys High School Burani kanian wali,,,,,,,,1,1,2,Combined
"",,,BURANA KANIAN WALI,255050606,-,-,210,106,316,,,,
"",,,,,-,-,659,444,1103,,,,
"",,,CHAK NO.221/JB,256010501,-,-,316,239,555,,,,
96,205,"Government Boys Primary School, Chak 221",CHAK NO.221/JB,256010508,-,-,319,256,575,2,1,3,Combined
"",,,,,-,-,635,495,1130,,,,
"",,,CHAK NO.221/JB,256010502,-,-,420,307,727,,,,
96,206,Government Boys High School Chak 221,,,,,,,,1,1,2,Combined
"",,,,,-,-,420,307,727,,,,
"",,,CHAK NO.187/JB,256010503,-,-,311,0,311,,,,
"",,,CHAK NO.187/JB,256010504,-,-,818,0,818,,,,
96,207,Government Girls Elementary School Chak 187,,,,,,,,3,0,3,Male
"",,,CHAK NO.187/JB,256010505,-,-,131,0,131,,,,
"",,,,,-,-,1260,0,1260,,,,
"",,,CHAK NO.187/JB,256010503,-,-,0,299,299,,,,
"",,,CHAK NO.187/JB,256010504,-,-,0,719,719,,,,
96,208,Government Girls Elementary School Chak 187,,,,,,,,0,3,3,Female
"",,,CHAK NO.187/JB,256010505,-,-,0,93,93,,,,
"",,,,,-,-,0,1111,1111,,,,
"",,,CHAK NO.188/JB,256010506,-,-,228,213,441,,,,
96,209,Government Model Primary School Chak 188,CHAK NO.188/JB,256010507,-,-,282,202,484,1,1,2,Combined
"",,,,,-,-,510,415,925,,,,
"",,,CHAK NO.466/JB Ahatay,256010601,-,-,365,273,638,,,,
"",,,CHAK NO.466/JB,256010602,-,-,149,107,256,,,,
96,210,Government Boys Elementary School Chak No 466 Ahatay,,,,,,,,2,1,3,Combined
"",,,CHAK NO.466/JB,256010603,-,-,247,186,433,,,,
"",,,,,-,-,761,566,1327,,,,
"",,,CHAK NO.466/JB,256010604,-,-,609,486,1095,,,,
96,211,Government Model Primary School Chak No 466 Khanoana Bara,CHAK NO.466/JB,256010605,-,-,173,126,299,2,2,4,Combined
"",,,,,-,-,782,612,1394,,,,
"",,,CHAK NO.466/JB,256010606,-,-,168,124,292,,,,
"",,,CHAK NO.466/JB,256010607,-,-,303,204,507,,,,
96,212,Government Boys Primary School Chak No 466 Khanoana Chhota,,,,,,,,2,1,3,Combined
"",,,CHAK NO.466/JB,256010608,-,-,259,207,466,,,,
"",,,,,-,-,730,535,1265,,,,
"",,,CHAK NO 189/JB,256010609,-,-,350,239,589,,,,
96,213,Government Model Primary School  CHAK NO 189/JB,,,,,,,,1,1,2,Combined
"",,,,,-,-,350,239,589,,,,
"",,,CHAK NO.207/JB,256010701,-,-,404,360,764,,,,
"",,,CHAK NO.207/JB,256010702,-,-,335,262,597,,,,
96,214,Government Model Primary School Chak 207,CHAK NO.207/JB,256010703,-,-,267,163,430,2,2,4,Combined
"",,,CHAK NO.207/JB,256010708,-,-,15,85,100,,,,
"",,,,,-,-,1021,870,1891,,,,
"",,,CHAK NO.239/JB,256010704,-,-,371,354,725,,,,
96,215,Government Model  Primary School Chak  239 Shumali,CHAK NO.239/JB,256010705,-,-,460,323,783,2,2,4,Combined
"",,,,,-,-,831,677,1508,,,,
"",,,CHAK NO.239/JB,256010706,-,-,448,377,825,,,,
"",,,CHAK NO.239/JB,256010707,-,-,53,36,89,,,,
96,216,Government Model Primary School Chak  239 Sharqi,,,,,,,,1,1,2,Combined
"",,,CHAK NO.239/JB,256010709,-,-,0,0,0,,,,
"",,,,,-,-,501,413,914,,,,
"",,,CHAK NO.208/JB,256010801,-,-,486,419,905,,,,
96,217,Government Model Elementary School Chak 208,CHAK NO.208/JB,256010802,-,-,340,298,638,2,2,4,Combined
"",,,,,-,-,826,717,1543,,,,
"",,,CHAK NO.209/JB,256010803,-,-,485,420,905,,,,
96,218,Government Model Primary School Chak 209,,,,,,,,1,1,2,Combined
"",,,,,-,-,485,420,905,,,,
"",,,CHAK NO.209/JB,256010804,-,-,308,240,548,,,,
"",,,CHAK NO.209/JB,256010805,-,-,222,198,420,,,,
96,219,Government Model Primary School Chak 209,,,,,,,,2,1,3,Combined
"",,,CHAK NO.209/JB,256010806,-,-,227,114,341,,,,
"",,,,,-,-,757,552,1309,,,,
"",,,CHAK NO.205/JB,256010807,-,-,290,258,548,,,,
"",,,CHAK NO.205/JB,256010808,-,-,286,273,559,,,,
96,220,Government Boys High School Chak 205,CHAK NO.205/JB,256010809,-,-,414,326,740,2,2,4,Combined
"",,,CHAK NO.205/JB,256010810,-,-,44,31,75,,,,
"",,,,,-,-,1034,888,1922,,,,
"",,,CHAK NO.200/JB,256011001,-,-,129,115,244,,,,
96,221,Government Boys Primary School Chak No.200 Jadeed,CHAK NO.200/JB,256011002,-,-,256,219,475,1,1,2,Combined
"",,,,,-,-,385,334,719,,,,
"",,,CHAK NO.200/JB,256011003,-,-,470,398,868,,,,
96,222,Government Girls Elementary School Chak No.200,CHAK NO.200/JB,256011013,-,-,112,112,224,1,2,3,Combined
"",,,,,-,-,582,510,1092,,,,
"",,,CHAK NO.200/JB,256011004,-,-,390,323,713,,,,
96,223,Government Boys High School Chak No.200,CHAK NO.200/JB,256011005,-,-,367,308,675,2,2,4,Combined
"",,,,,-,-,757,631,1388,,,,
"",,,CHAK NO.199/JB,256011006,-,-,173,152,325,,,,
96,224,Government Girls High School Chak No.199,CHAK NO.199/JB,256011007,-,-,380,353,733,1,1,2,Combined
"",,,,,-,-,553,505,1058,,,,
"",,,CHAK NO.199/JB,256011008,-,-,121,104,225,,,,
96,225,Government Girls High School Chak No.199,CHAK NO.199/JB,256011009,-,-,593,530,1123,2,2,4,Combined
"",,,,,-,-,714,634,1348,,,,
"",,,CHAK NO.210/JB,256011010,-,-,532,457,989,,,,
96,226,Government Boys High School Chak No.210,,,,,,,,1,1,2,Combined
"",,,,,-,-,532,457,989,,,,
"",,,CHAK NO.210/JB,256011011,-,-,339,296,635,,,,
"",,,CHAK NO.210/JB,256011012,-,-,4,7,11,,,,
"",,,CHAK NO.210/JB,256011014,-,-,109,51,160,,,,
96,227,Government  Elementary School Chak No.210,,,,,,,,1,1,2,Combined
"",,,CHAK NO.210/JB,256011015,-,-,110,69,179,,,,
"",,,CHAK NO.210/JB,256011016,-,-,20,26,46,,,,
"",,,,,-,-,582,449,1031,,,,
"",,,SULEMAN KALAR WALA,256020101,-,-,654,543,1197,,,,
96,228,Government  Elementary School  Kalar Wala,SULEMAN KALAR WALA,256020102,-,-,118,119,237,2,2,4,Combined
"",,,,,-,-,772,662,1434,,,,
"",,,SULEMAN KALAR WALA,256020103,-,-,97,78,175,,,,
"",,,SULEMAN KALAR WALA,256020104,-,-,127,112,239,,,,
96,229,Government Model Primary School Mandar,SULEMAN KALAR WALA,256020105,-,-,101,0,101,2,2,4,Combined
"",,,SULEMAN KALAR WALA,256020106,-,-,535,552,1087,,,,
"",,,,,-,-,860,742,1602,,,,
"",,,SULEMAN DARBAR DHUNDAY,,,,,,,,,,
"",,,,256020107,-,-,619,519,1138,,,,
"",,,SHAH,,,,,,,,,,
96,230,Government Boys High School Darbar Dhunday Shah,SULEMAN DARBAR DHUNDAY,,,,,,,2,2,4,Combined
"",,,,256020108,-,-,356,244,600,,,,
"",,,SHAH,,,,,,,,,,
"",,,,,-,-,975,763,1738,,,,
"",,,SULEMAN DARBAR DHUNDAY,,,,,,,,,,
"",,,,256020109,-,-,416,277,693,,,,
"",,,SHAH,,,,,,,,,,
96,231,Government Boys High School Darbar Dhunday Shah,SULEMAN DARBAR DHUNDAY,,,,,,,1,1,2,Combined
"",,,,256020110,-,-,136,172,308,,,,
"",,,SHAH,,,,,,,,,,
"",,,,,-,-,552,449,1001,,,,
"",,,SULEMAN,256020111,-,-,332,274,606,,,,
"",,,SULEMAN,256020112,-,-,427,337,764,,,,
96,232,Government Model Primary School Sulaman,,,,,,,,2,2,4,Combined
"",,,MARAL WALA,256020211,-,-,278,175,453,,,,
"",,,,,-,-,1037,786,1823,,,,
"",,,THATTA MOHAMMAD SHAH,256020201,-,-,448,342,790,,,,
96,233,Government Elementary School Thatta Muhammad Shah,,,,,,,,1,1,2,Combined
"",,,,,-,-,448,342,790,,,,
"",,,THATTA MOHAMMAD SHAH,256020204,-,-,1025,667,1692,,,,
96,234,Government Elementary School Thatta Muhammad Shah,,,,,,,,2,2,4,Combined
"",,,,,-,-,1025,667,1692,,,,
"",,,THATTA MOHAMMAD SHAH,256020202,-,-,355,228,583,,,,
96,235,Government Model Primary School Warra,THATTA MOHAMMAD SHAH,256020203,-,-,148,112,260,1,1,2,Combined
"",,,,,-,-,503,340,843,,,,
"",,,THATTA MOHAMMAD SHAH,256020205,-,-,664,473,1137,,,,
96,236,Government Model Elementary School Thatta Wara,,,,,,,,1,1,2,Combined
"",,,,,-,-,664,473,1137,,,,
"",,,THATTA MOHAMMAD SHAH,256020208,-,-,516,369,885,,,,
96,237,Government Boys Primary School Taqi Abad,THATTA MOHAMMAD SHAH,256020209,-,-,465,329,794,2,2,4,Combined
"",,,,,-,-,981,698,1679,,,,
"",,,THATTA MOHAMMAD SHAH,256020206,-,-,205,120,325,,,,
"",,Government Girls Model School Thatta Muhammad Shah,THATTA MOHAMMAD SHAH,256020207,-,-,356,286,642,,,,
96,238,,,,,,,,,2,2,4,Combined
"",,(ADDA NALKA),THATTA MOHAMMAD SHAH,256020210,-,-,403,268,671,,,,
"",,,,,-,-,964,674,1638,,,,
"",,,NITHARKE  Haveli Bata,256020301,-,-,145,138,283,,,,
96,239,Government Girls Primary School Haweli Bata,NITHARKE  Haveli Bata,256020302,-,-,469,380,849,1,1,2,Combined
"",,,,,-,-,614,518,1132,,,,
"",,,NITHARKE,256020303,-,-,220,194,414,,,,
96,240,Government Boys Primary School Nither Kay,NITHARKE,256020306,-,-,503,379,882,2,2,4,Combined
"",,,,,-,-,723,573,1296,,,,
"",,,NITHARKE,256020304,-,-,298,0,298,,,,
96,241,Government Girls Community Model School Nither Kay,NITHARKE,256020305,-,-,823,0,823,2,0,2,Male
"",,,,,-,-,1121,0,1121,,,,
"",,,NITHARKE,256020304,-,-,0,248,248,,,,
96,242,Government Girls Community Model School Nither Kay,NITHARKE,256020305,-,-,0,673,673,0,2,2,Female
"",,,,,-,-,0,921,921,,,,
"",,,BUNGA,256020307,-,-,524,406,930,,,,
96,243,Government Boys Primary School Haveli Bata,BUNGA,256020308,-,-,256,177,433,2,2,4,Combined
"",,,,,-,-,780,583,1363,,,,
"",,,TAHLI,256020401,-,-,750,0,750,,,,
96,244,Government Boys  High School TAHLI MANGINI,TAHLI,256020402,-,-,338,0,338,2,2,4,Male
"",,,,,-,-,1088,0,1088,,,,
"",,,TAHLI,256020401,-,-,0,589,589,,,,
96,245,Government Boys  High School TAHLI MANGINI,TAHLI,256020402,-,-,0,233,233,0,2,2,Female
"",,,,,-,-,0,822,822,,,,
"",,,AHMAD WALA,256020403,-,-,272,169,441,,,,
96,246,Government Girls Primary School Ahmad Wala,CHAK SARKAR,256020404,-,-,0,0,0,1,1,2,Combined
"",,,,,-,-,272,169,441,,,,
"",,,MAINGNI,256020501,-,-,285,170,455,,,,
96,247,Government Girls Elementary School School Mangini,MAINGNI,256020503,-,-,415,313,728,2,1,3,Combined
"",,,,,-,-,700,483,1183,,,,
"",,,MAINGNI,256020502,-,-,313,256,569,,,,
96,248,Basic Health Centre Mangini,MAINGNI,256020504,-,-,319,229,548,1,1,2,Combined
"",,,,,-,-,632,485,1117,,,,
"",,,MAINGNI,256020505,-,-,614,422,1036,,,,
96,249,Basic Health Centre Mangini,MAINGNI,256020506,-,-,139,131,270,2,2,4,Combined
"",,,,,-,-,753,553,1306,,,,
"",,,MAINGNI,256020507,-,-,760,656,1416,,,,
96,250,Government Boys Elementary School Chah Muhammad Khan Wala,,,,,,,,2,2,4,Combined
"",,,,,-,-,760,656,1416,,,,
"",,,UBHAN,256020701,-,-,174,101,275,,,,
"",,,UBHAN,256020702,-,-,147,88,235,,,,
96,251,Government Model Primary School UBHAN,,,,,,,,2,1,3,Combined
"",,,UBHAN,256020703,-,-,420,296,716,,,,
"",,,,,-,-,741,485,1226,,,,
"",,,MALAKE RAJOKE,256020704,-,-,63,47,110,,,,
96,252,Government Model Primary School SAIKE SALOKE,SAIKE SALOKE,256020705,-,-,274,149,423,1,1,2,Combined
"",,,,,-,-,337,196,533,,,,
"",,,BARKHURDAR,256030701,-,-,536,388,924,,,,
"",,,BARKHURDAR,256030702,-,-,358,301,659,,,,
96,253,Government Girls Elementary School Barkhudar,,,,,,,,2,2,4,Combined
"",,,KOTLA SHAHZADA,256030703,-,-,214,188,402,,,,
"",,,,,-,-,1108,877,1985,,,,
"",,,SAGHAR WALA,256030704,-,-,461,392,853,,,,
96,254,Government Model Primary School Saghar Wala,,,,,,,,1,1,2,Combined
"",,,,,-,-,461,392,853,,,,
"",,,SAMUNDAR,256030705,-,-,510,413,923,,,,
96,255,Government Model Primary School Summandar,,,,,,,,1,1,2,Combined
"",,,,,-,-,510,413,923,,,,
"",,,JHAMB,256030706,-,-,469,410,879,,,,
96,256,Government Model Primary School  Thatta Jhanb,,,,,,,,1,1,2,Combined
"",,,,,-,-,469,410,879,,,,
"",,,THATTA LUNA,256030707,-,-,235,174,409,,,,
"",,,THATTA LUNA,256030708,-,-,215,154,369,,,,
96,257,Government Model  Primary School Thatha Loona,THATTA LUNA,256030709,-,-,123,94,217,2,1,3,Combined
"",,,THATTA LUNA,256030710,-,-,282,163,445,,,,
"",,,,,-,-,855,585,1440,,,,
"",,,CHAK NO.202/JB,256040101,-,-,284,313,597,,,,
96,258,Government Girls Elementary School Chak No.202,CHAK NO.202/JB,256040102,-,-,769,713,1482,2,2,4,Combined
"",,,,,-,-,1053,1026,2079,,,,
"",,,CHAK NO.202/JB,256040103,-,-,405,299,704,,,,
96,259,Government Girls Primary School Chak No.202,,,,,,,,1,1,2,Combined
"",,,,,-,-,405,299,704,,,,
"",,,CHAK NO.201/JB,256040105,-,-,505,469,974,,,,
96,260,Government Boys Primary School Chak No.201,,,,,,,,1,1,2,Combined
"",,,,,-,-,505,469,974,,,,
"",,,CHAK NO.201/JB,256040106,-,-,319,302,621,,,,
96,261,Government Girls Primary School Chak No.201,CHAK NO.201/JB,256040107,-,-,460,430,890,2,2,4,Combined
"",,,,,-,-,779,732,1511,,,,
"",,,CHAK NO.247/JB,256040201,-,-,509,455,964,,,,
96,262,Government Boys High School Chak No.247,,,,,,,,1,1,2,Combined
"",,,,,-,-,509,455,964,,,,
"",,,CHAK NO.248/JB,256040104,-,-,174,115,289,,,,
"",,,CHAK NO.247/JB,256040202,-,-,456,473,929,,,,
96,263,Government Girls Primary School Chak No.247 Kashmir coloney,,,,,,,,2,2,4,Combined
"",,,CHAK NO.247/JB,256040203,-,-,332,208,540,,,,
"",,,,,-,-,962,796,1758,,,,
"",,,CHAK NO.245/JB,256040204,-,-,475,350,825,,,,
96,264,Government Boys Elementary School Chak No.245 Est (Saggal),CHAK NO.245/JB,256040205,-,-,341,338,679,2,2,4,Combined
"",,,,,-,-,816,688,1504,,,,
"",,,CHAK NO.245/JB,256040206,-,-,534,463,997,,,,
96,265,Government Boys Elementary School Chak No.245 Est (Saggal),,,,,,,,1,1,2,Combined
"",,,,,-,-,534,463,997,,,,
"",,,CHAK NO.245/JB,256040207,-,-,279,227,506,,,,
96,266,Government Boys Primary School Chak No.245 Haral,,,,,,,,1,1,2,Combined
"",,,,,-,-,279,227,506,,,,
"",,,CHAK NO.249/JB,256040208,-,-,660,609,1269,,,,
96,267,Government Girls Primary School Chak No.249,,,,,,,,2,2,4,Combined
"",,,,,-,-,660,609,1269,,,,
"",,,CHAK NO.243/JB,256040301,-,-,539,453,992,,,,
96,268,Government Girls Elementary School Chak No.243 Est,CHAK NO.243/JB SABOOANA,256040302,-,-,361,288,649,2,2,4,Combined
"",,,,,-,-,900,741,1641,,,,
"",,,CHAK NO.246/JB,256040303,-,-,302,263,565,,,,
"",,,CHAK NO.246/JB,256040304,-,-,268,208,476,,,,
96,269,Government Girls  Primary School Chak No.246,,,,,,,,2,2,4,Combined
"",,,CHAK NO.246/JB,256040305,-,-,493,337,830,,,,
"",,,,,-,-,1063,808,1871,,,,
"",,,CHAK NO.211/JB,256040401,-,-,441,354,795,,,,
96,270,Government Boys Primary School Chak No.211,,,,,,,,1,1,2,Combined
"",,,,,-,-,441,354,795,,,,
"",,,CHAK NO.211/JB,256040402,-,-,483,377,860,,,,
96,271,Government Girls Primary School Chak No.211,,,,,,,,1,1,2,Combined
"",,,,,-,-,483,377,860,,,,
"",,,CHAK NO.203/JB,256040403,-,-,210,154,364,,,,
"",,,CHAK NO.203/JB,256040404,-,-,101,62,163,,,,
96,272,Government Boys High School Chak No.203,CHAK NO.203/JB,256040410,-,-,484,452,936,2,2,4,Combined
"",,,CHAK NO.203/JB,256040405,-,-,158,119,277,,,,
"",,,,,-,-,953,787,1740,,,,
"",,,CHAK NO.203/JB,256040406,-,-,417,343,760,,,,
96,273,Government Girls Elementary School Chak No.203,CHAK NO.203/JB,256040407,-,-,95,86,181,1,1,2,Combined
"",,,,,-,-,512,429,941,,,,
"",,,0,256040408,-,-,449,349,798,,,,
93,274,Government Boys Primary School Chak No.212  Est,CHAK NO.212/JB,256040409,-,-,179,106,285,1,1,2,Combined
"",,,,,-,-,628,455,1083,,,,
"",,,CHAK NO.242/JB,256040501,-,-,370,299,669,,,,
"",,,CHAK NO.242/JB,256040502,-,-,391,378,769,,,,
93,275,Government Model Primary School Chak No.242 East,,,,,,,,2,2,4,Combined
"",,,CHAK NO.242/JB,256040503,-,-,52,53,105,,,,
"",,,,,-,-,813,730,1543,,,,
"",,,CHAK NO.244/JB,256040504,-,-,459,395,854,,,,
93,276,Government Boys Elementary School Chak No.244,,,,,,,,1,1,2,Combined
"",,,,,-,-,459,395,854,,,,
"",,,CHAK NO.241/JB,256040505,-,-,695,574,1269,,,,
93,277,Government Boys High School Chak No.241,,,,,,,,2,2,4,Combined
"",,,,,-,-,695,574,1269,,,,
"",,,CHAK NO.241/JB,256040506,-,-,579,409,988,,,,
93,278,Government Girls Elementary School Chak No.241,,,,,,,,1,1,2,Combined
"",,,,,-,-,579,409,988,,,,
"",,,CHAK NO.225/JB,256040601,-,-,412,319,731,,,,
93,279,Government Boys Elementary School Chak No.225,,,,,,,,1,1,2,Combined
"",,,,,-,-,412,319,731,,,,
"",,,CHAK NO.225/JB,256040602,-,-,351,261,612,,,,
93,280,Government Boys Elementary School Chak No.225,CHAK NO.225/JB,256040603,-,-,378,240,618,2,2,4,Combined
"",,,,,-,-,729,501,1230,,,,
"",,,CHAK NO.229/JB,256040604,-,-,852,710,1562,,,,
93,281,Government Boys Primary School Chak No.229,,,,,,,,2,2,4,Combined
"",,,,,-,-,852,710,1562,,,,
"",,,CHAK NO.228/JB,256040605,-,-,529,431,960,,,,
93,282,Government Boys Primary School Chak No.228,CHAK NO.228/JB,256040606,-,-,327,206,533,2,2,4,Combined
"",,,,,-,-,856,637,1493,,,,
"",,,CHAK NO.224/JB,256040701,-,-,691,548,1239,,,,
93,283,Government Girls Primary School Chak No.224,,,,,,,,2,2,4,Combined
"",,,,,-,-,691,548,1239,,,,
"",,,CHAK NO.190/JB,256040702,-,-,559,455,1014,,,,
93,284,Government Boys Primary School Chak No.190,,,,,,,,1,1,2,Combined
"",,,,,-,-,559,455,1014,,,,
"",,,CHAK NO.192/JB,256040703,-,-,503,398,901,,,,
93,285,Government Boys Primary School Chak No.192 West,,,,,,,,1,1,2,Combined
"",,,,,-,-,503,398,901,,,,
"",,,CHAK NO.222/JB,256040704,-,-,324,269,593,,,,
93,286,Government Boys Elementary School Chak No.222,CHAK NO.222/JB,256040705,-,-,260,195,455,1,1,2,Combined
"",,,,,-,-,584,464,1048,,,,
"",,,CHAK NO.191/JB,256040706,-,-,617,449,1066,,,,
93,287,Government Boys Elementary School Chak No.191,CHAK NO.191/JB,256040707,-,-,126,98,224,2,1,3,Combined
"",,,,,-,-,743,547,1290,,,,
"",,,CHAK NO.194/JB,256040801,-,-,125,111,236,,,,
93,288,Government Girls Primary School Chak No.194 Syal wala,CHAK NO.194/JB,256040802,-,-,267,173,440,1,1,2,Combined
"",,,,,-,-,392,284,676,,,,
"",,,CHAK NO.193/JB,256040803,-,-,401,262,663,,,,
